county,candidate,votes
SOUTHAMPTON COUNTY,Mitt Romney,4733
SOUTHAMPTON COUNTY,Barack Obama,4437
SOUTHAMPTON COUNTY,Virgil Goode,28
SOUTHAMPTON COUNTY,Gary Johnson,48
SOUTHAMPTON COUNTY,Jill Stein,15
SOUTHAMPTON COUNTY,Write In,3
SPOTSYLVANIA COUNTY,Mitt Romney,31844
SPOTSYLVANIA COUNTY,Barack Obama,25165
SPOTSYLVANIA COUNTY,Virgil Goode,187
SPOTSYLVANIA COUNTY,Gary Johnson,503
SPOTSYLVANIA COUNTY,Jill Stein,134
SPOTSYLVANIA COUNTY,Write In,141
STAFFORD COUNTY,Mitt Romney,32480
STAFFORD COUNTY,Barack Obama,27182
STAFFORD COUNTY,Virgil Goode,153
STAFFORD COUNTY,Gary Johnson,511
STAFFORD COUNTY,Jill Stein,116
STAFFORD COUNTY,Write In,141
SURRY COUNTY,Mitt Romney,1671
SURRY COUNTY,Barack Obama,2576
SURRY COUNTY,Virgil Goode,13
SURRY COUNTY,Gary Johnson,31
SURRY COUNTY,Jill Stein,13
SURRY COUNTY,Write In,4
SUSSEX COUNTY,Mitt Romney,2021
SUSSEX COUNTY,Barack Obama,3358
SUSSEX COUNTY,Virgil Goode,27
SUSSEX COUNTY,Gary Johnson,16
SUSSEX COUNTY,Jill Stein,10
SUSSEX COUNTY,Write In,8
TAZEWELL COUNTY,Mitt Romney,13843
TAZEWELL COUNTY,Barack Obama,3661
TAZEWELL COUNTY,Virgil Goode,73
TAZEWELL COUNTY,Gary Johnson,100
TAZEWELL COUNTY,Jill Stein,35
TAZEWELL COUNTY,Write In,20
WARREN COUNTY,Mitt Romney,9869
WARREN COUNTY,Barack Obama,6452
WARREN COUNTY,Virgil Goode,91
WARREN COUNTY,Gary Johnson,185
WARREN COUNTY,Jill Stein,46
WARREN COUNTY,Write In,55
WASHINGTON COUNTY,Mitt Romney,18141
WASHINGTON COUNTY,Barack Obama,7076
WASHINGTON COUNTY,Virgil Goode,131
WASHINGTON COUNTY,Gary Johnson,184
WASHINGTON COUNTY,Jill Stein,50
WASHINGTON COUNTY,Write In,50
WESTMORELAND COUNTY,Mitt Romney,3731
WESTMORELAND COUNTY,Barack Obama,4295
WESTMORELAND COUNTY,Virgil Goode,21
WESTMORELAND COUNTY,Gary Johnson,44
WESTMORELAND COUNTY,Jill Stein,21
WESTMORELAND COUNTY,Write In,8
WISE COUNTY,Mitt Romney,11076
WISE COUNTY,Barack Obama,3760
WISE COUNTY,Virgil Goode,62
WISE COUNTY,Gary Johnson,63
WISE COUNTY,Jill Stein,21
WISE COUNTY,Write In,36
WYTHE COUNTY,Mitt Romney,8324
WYTHE COUNTY,Barack Obama,3783
WYTHE COUNTY,Virgil Goode,128
WYTHE COUNTY,Gary Johnson,74
WYTHE COUNTY,Jill Stein,28
WYTHE COUNTY,Write In,21
YORK COUNTY,Mitt Romney,20204
YORK COUNTY,Barack Obama,13183
YORK COUNTY,Virgil Goode,86
YORK COUNTY,Gary Johnson,352
YORK COUNTY,Jill Stein,64
YORK COUNTY,Write In,64
ALEXANDRIA CITY,Mitt Romney,20249
ALEXANDRIA CITY,Barack Obama,52199
ALEXANDRIA CITY,Virgil Goode,95
ALEXANDRIA CITY,Gary Johnson,553
ALEXANDRIA CITY,Jill Stein,185
ALEXANDRIA CITY,Write In,130
BEDFORD CITY,Mitt Romney,1527
BEDFORD CITY,Barack Obama,1225
BEDFORD CITY,Virgil Goode,23
BEDFORD CITY,Gary Johnson,19
BEDFORD CITY,Jill Stein,4
BEDFORD CITY,Write In,7
BRISTOL CITY,Mitt Romney,4780
BRISTOL CITY,Barack Obama,2492
BRISTOL CITY,Virgil Goode,31
BRISTOL CITY,Gary Johnson,51
BRISTOL CITY,Jill Stein,11
BRISTOL CITY,Write In,22
BUENA VISTA CITY,Mitt Romney,1564
BUENA VISTA CITY,Barack Obama,919
BUENA VISTA CITY,Virgil Goode,18
BUENA VISTA CITY,Gary Johnson,17
BUENA VISTA CITY,Jill Stein,8
BUENA VISTA CITY,Write In,0
CHARLOTTESVILLE CITY,Mitt Romney,4844
CHARLOTTESVILLE CITY,Barack Obama,16510
CHARLOTTESVILLE CITY,Virgil Goode,44
CHARLOTTESVILLE CITY,Gary Johnson,237
CHARLOTTESVILLE CITY,Jill Stein,109
CHARLOTTESVILLE CITY,Write In,53
CHESAPEAKE CITY,Mitt Romney,53900
CHESAPEAKE CITY,Barack Obama,55052
CHESAPEAKE CITY,Virgil Goode,212
CHESAPEAKE CITY,Gary Johnson,853
CHESAPEAKE CITY,Jill Stein,157
CHESAPEAKE CITY,Write In,251
COLONIAL HEIGHTS CITY,Mitt Romney,5941
COLONIAL HEIGHTS CITY,Barack Obama,2544
COLONIAL HEIGHTS CITY,Virgil Goode,23
COLONIAL HEIGHTS CITY,Gary Johnson,74
COLONIAL HEIGHTS CITY,Jill Stein,18
COLONIAL HEIGHTS CITY,Write In,24
COVINGTON CITY,Mitt Romney,975
COVINGTON CITY,Barack Obama,1319
COVINGTON CITY,Virgil Goode,20
COVINGTON CITY,Gary Johnson,13
COVINGTON CITY,Jill Stein,2
COVINGTON CITY,Write In,1
DANVILLE CITY,Mitt Romney,7763
DANVILLE CITY,Barack Obama,12218
DANVILLE CITY,Virgil Goode,110
DANVILLE CITY,Gary Johnson,55
DANVILLE CITY,Jill Stein,33
DANVILLE CITY,Write In,25
EMPORIA CITY,Mitt Romney,886
EMPORIA CITY,Barack Obama,1793
EMPORIA CITY,Virgil Goode,6
EMPORIA CITY,Gary Johnson,3
EMPORIA CITY,Jill Stein,4
EMPORIA CITY,Write In,4
FAIRFAX CITY,Mitt Romney,4775
FAIRFAX CITY,Barack Obama,6651
FAIRFAX CITY,Virgil Goode,18
FAIRFAX CITY,Gary Johnson,123
FAIRFAX CITY,Jill Stein,38
FAIRFAX CITY,Write In,24
