county,candidate,votes
New Castle,OBAMA BARACK,167082
Kent,OBAMA BARACK,35527
Sussex,OBAMA BARACK,39975
New Castle,ROMNEY MITT,81230
Kent,ROMNEY MITT,32135
Sussex,ROMNEY MITT,52119
New Castle,STEIN JILL,1198
Kent,STEIN JILL,333
Sussex,STEIN JILL,409
New Castle,JOHNSON GARY,2486
Kent,JOHNSON GARY,677
Sussex,JOHNSON GARY,719
