fips,county,candidate,votes
39091,Logan,"Robertson, Platt (WI)",0
39091,Logan,"Randall, Terry (WI)",0
39091,Logan,"Vargo, Mike (WI)",0
39093,Lorain,"Alexander, Stewart (S)",71
39093,Lorain,"Duncan, Richard (I)",268
39093,Lorain,"Goode, Virgil (C)",215
39093,Lorain,"Johnson, Gary (L)",1275
39093,Lorain,"Obama, Barack (D)",81464
39093,Lorain,"Romney, Mitt (R)",59405
39093,Lorain,"Stein, Jill (G)",554
39093,Lorain,"Daniels, Susan (WI)",0
39093,Lorain,"Keyton, Nelson (WI)",0
39093,Lorain,"Reed, Jill (WI)",0
39093,Lorain,"Robertson, Platt (WI)",0
39093,Lorain,"Randall, Terry (WI)",1
39093,Lorain,"Vargo, Mike (WI)",0
39095,Lucas,"Alexander, Stewart (S)",128
39095,Lucas,"Duncan, Richard (I)",325
39095,Lucas,"Goode, Virgil (C)",238
39095,Lucas,"Johnson, Gary (L)",2318
39095,Lucas,"Obama, Barack (D)",136616
39095,Lucas,"Romney, Mitt (R)",69940
39095,Lucas,"Stein, Jill (G)",652
39095,Lucas,"Daniels, Susan (WI)",0
39095,Lucas,"Keyton, Nelson (WI)",0
39095,Lucas,"Reed, Jill (WI)",1
39095,Lucas,"Robertson, Platt (WI)",0
39095,Lucas,"Randall, Terry (WI)",0
39095,Lucas,"Vargo, Mike (WI)",0
39097,Madison,"Alexander, Stewart (S)",4
39097,Madison,"Duncan, Richard (I)",44
39097,Madison,"Goode, Virgil (C)",48
39097,Madison,"Johnson, Gary (L)",167
39097,Madison,"Obama, Barack (D)",6845
39097,Madison,"Romney, Mitt (R)",10342
39097,Madison,"Stein, Jill (G)",67
39097,Madison,"Daniels, Susan (WI)",0
39097,Madison,"Keyton, Nelson (WI)",0
39097,Madison,"Reed, Jill (WI)",0
39097,Madison,"Robertson, Platt (WI)",0
39097,Madison,"Randall, Terry (WI)",0
39097,Madison,"Vargo, Mike (WI)",0
39099,Mahoning,"Alexander, Stewart (S)",55
39099,Mahoning,"Duncan, Richard (I)",299
39099,Mahoning,"Goode, Virgil (C)",140
39099,Mahoning,"Johnson, Gary (L)",744
39099,Mahoning,"Obama, Barack (D)",77059
39099,Mahoning,"Romney, Mitt (R)",42641
39099,Mahoning,"Stein, Jill (G)",370
39099,Mahoning,"Daniels, Susan (WI)",0
39099,Mahoning,"Keyton, Nelson (WI)",0
39099,Mahoning,"Reed, Jill (WI)",2
39099,Mahoning,"Robertson, Platt (WI)",0
39099,Mahoning,"Randall, Terry (WI)",0
39099,Mahoning,"Vargo, Mike (WI)",0
39101,Marion,"Alexander, Stewart (S)",29
39101,Marion,"Duncan, Richard (I)",99
39101,Marion,"Goode, Virgil (C)",38
39101,Marion,"Johnson, Gary (L)",285
39101,Marion,"Obama, Barack (D)",12504
39101,Marion,"Romney, Mitt (R)",14265
39101,Marion,"Stein, Jill (G)",132
39101,Marion,"Daniels, Susan (WI)",0
39101,Marion,"Keyton, Nelson (WI)",0
39101,Marion,"Reed, Jill (WI)",0
39101,Marion,"Robertson, Platt (WI)",0
39101,Marion,"Randall, Terry (WI)",0
39101,Marion,"Vargo, Mike (WI)",0
39103,Medina,"Alexander, Stewart (S)",44
39103,Medina,"Duncan, Richard (I)",240
39103,Medina,"Goode, Virgil (C)",132
39103,Medina,"Johnson, Gary (L)",838
39103,Medina,"Obama, Barack (D)",38785
39103,Medina,"Romney, Mitt (R)",50418
39103,Medina,"Stein, Jill (G)",326
39103,Medina,"Daniels, Susan (WI)",0
39103,Medina,"Keyton, Nelson (WI)",0
39103,Medina,"Reed, Jill (WI)",0
39103,Medina,"Robertson, Platt (WI)",0
39103,Medina,"Randall, Terry (WI)",0
39103,Medina,"Vargo, Mike (WI)",0
39105,Meigs,"Alexander, Stewart (S)",13
39105,Meigs,"Duncan, Richard (I)",66
39105,Meigs,"Goode, Virgil (C)",36
39105,Meigs,"Johnson, Gary (L)",111
39105,Meigs,"Obama, Barack (D)",4027
39105,Meigs,"Romney, Mitt (R)",5895
39105,Meigs,"Stein, Jill (G)",70
39105,Meigs,"Daniels, Susan (WI)",0
39105,Meigs,"Keyton, Nelson (WI)",0
39105,Meigs,"Reed, Jill (WI)",0
39105,Meigs,"Robertson, Platt (WI)",0
39105,Meigs,"Randall, Terry (WI)",0
39105,Meigs,"Vargo, Mike (WI)",0
39107,Mercer,"Alexander, Stewart (S)",23
39107,Mercer,"Duncan, Richard (I)",65
39107,Mercer,"Goode, Virgil (C)",42
39107,Mercer,"Johnson, Gary (L)",142
39107,Mercer,"Obama, Barack (D)",4745
39107,Mercer,"Romney, Mitt (R)",16561
39107,Mercer,"Stein, Jill (G)",83
39107,Mercer,"Daniels, Susan (WI)",0
39107,Mercer,"Keyton, Nelson (WI)",0
39107,Mercer,"Reed, Jill (WI)",0
39107,Mercer,"Robertson, Platt (WI)",0
39107,Mercer,"Randall, Terry (WI)",0
39107,Mercer,"Vargo, Mike (WI)",0
39109,Miami,"Alexander, Stewart (S)",39
39109,Miami,"Duncan, Richard (I)",121
39109,Miami,"Goode, Virgil (C)",89
39109,Miami,"Johnson, Gary (L)",554
39109,Miami,"Obama, Barack (D)",16383
39109,Miami,"Romney, Mitt (R)",34606
39109,Miami,"Stein, Jill (G)",144
39109,Miami,"Daniels, Susan (WI)",0
39109,Miami,"Keyton, Nelson (WI)",0
39109,Miami,"Reed, Jill (WI)",0
39109,Miami,"Robertson, Platt (WI)",0
39109,Miami,"Randall, Terry (WI)",0
39109,Miami,"Vargo, Mike (WI)",0
39111,Monroe,"Alexander, Stewart (S)",8
39111,Monroe,"Duncan, Richard (I)",56
39111,Monroe,"Goode, Virgil (C)",37
39111,Monroe,"Johnson, Gary (L)",48
39111,Monroe,"Obama, Barack (D)",3035
39111,Monroe,"Romney, Mitt (R)",3548
39111,Monroe,"Stein, Jill (G)",47
39111,Monroe,"Daniels, Susan (WI)",2
39111,Monroe,"Keyton, Nelson (WI)",0
39111,Monroe,"Reed, Jill (WI)",1
39111,Monroe,"Robertson, Platt (WI)",0
39111,Monroe,"Randall, Terry (WI)",0
39111,Monroe,"Vargo, Mike (WI)",0
39113,Montgomery,"Alexander, Stewart (S)",172
39113,Montgomery,"Duncan, Richard (I)",438
39113,Montgomery,"Goode, Virgil (C)",365
39113,Montgomery,"Johnson, Gary (L)",2548
39113,Montgomery,"Obama, Barack (D)",137139
39113,Montgomery,"Romney, Mitt (R)",124841
39113,Montgomery,"Stein, Jill (G)",775
39113,Montgomery,"Daniels, Susan (WI)",0
39113,Montgomery,"Keyton, Nelson (WI)",0
39113,Montgomery,"Reed, Jill (WI)",0
39113,Montgomery,"Robertson, Platt (WI)",0
39113,Montgomery,"Randall, Terry (WI)",0
39113,Montgomery,"Vargo, Mike (WI)",0
39115,Morgan,"Alexander, Stewart (S)",10
39115,Morgan,"Duncan, Richard (I)",31
39115,Morgan,"Goode, Virgil (C)",24
39115,Morgan,"Johnson, Gary (L)",42
39115,Morgan,"Obama, Barack (D)",2814
39115,Morgan,"Romney, Mitt (R)",3179
39115,Morgan,"Stein, Jill (G)",27
39115,Morgan,"Daniels, Susan (WI)",0
39115,Morgan,"Keyton, Nelson (WI)",0
39115,Morgan,"Reed, Jill (WI)",0
39115,Morgan,"Robertson, Platt (WI)",0
39115,Morgan,"Randall, Terry (WI)",2
39115,Morgan,"Vargo, Mike (WI)",0
39117,Morrow,"Alexander, Stewart (S)",22
39117,Morrow,"Duncan, Richard (I)",70
39117,Morrow,"Goode, Virgil (C)",39
39117,Morrow,"Johnson, Gary (L)",174
39117,Morrow,"Obama, Barack (D)",5933
39117,Morrow,"Romney, Mitt (R)",9865
39117,Morrow,"Stein, Jill (G)",79
39117,Morrow,"Daniels, Susan (WI)",0
39117,Morrow,"Keyton, Nelson (WI)",0
39117,Morrow,"Reed, Jill (WI)",0
39117,Morrow,"Robertson, Platt (WI)",0
39117,Morrow,"Randall, Terry (WI)",0
39117,Morrow,"Vargo, Mike (WI)",2
39119,Muskingum,"Alexander, Stewart (S)",35
39119,Muskingum,"Duncan, Richard (I)",158
39119,Muskingum,"Goode, Virgil (C)",89
39119,Muskingum,"Johnson, Gary (L)",352
39119,Muskingum,"Obama, Barack (D)",17001
39119,Muskingum,"Romney, Mitt (R)",19264
39119,Muskingum,"Stein, Jill (G)",185
39119,Muskingum,"Daniels, Susan (WI)",0
39119,Muskingum,"Keyton, Nelson (WI)",0
39119,Muskingum,"Reed, Jill (WI)",0
39119,Muskingum,"Robertson, Platt (WI)",0
39119,Muskingum,"Randall, Terry (WI)",0
39119,Muskingum,"Vargo, Mike (WI)",1
39121,Noble,"Alexander, Stewart (S)",4
39121,Noble,"Duncan, Richard (I)",52
39121,Noble,"Goode, Virgil (C)",16
39121,Noble,"Johnson, Gary (L)",62
39121,Noble,"Obama, Barack (D)",2131
39121,Noble,"Romney, Mitt (R)",3563
39121,Noble,"Stein, Jill (G)",44
39121,Noble,"Daniels, Susan (WI)",0
39121,Noble,"Keyton, Nelson (WI)",0
39121,Noble,"Reed, Jill (WI)",0
39121,Noble,"Robertson, Platt (WI)",0
39121,Noble,"Randall, Terry (WI)",0
39121,Noble,"Vargo, Mike (WI)",0
39123,Ottawa,"Alexander, Stewart (S)",9
39123,Ottawa,"Duncan, Richard (I)",56
39123,Ottawa,"Goode, Virgil (C)",32
39123,Ottawa,"Johnson, Gary (L)",220
39123,Ottawa,"Obama, Barack (D)",11503
39123,Ottawa,"Romney, Mitt (R)",10538
39123,Ottawa,"Stein, Jill (G)",97
39123,Ottawa,"Daniels, Susan (WI)",0
39123,Ottawa,"Keyton, Nelson (WI)",0
39123,Ottawa,"Reed, Jill (WI)",1
39123,Ottawa,"Robertson, Platt (WI)",0
39123,Ottawa,"Randall, Terry (WI)",0
39123,Ottawa,"Vargo, Mike (WI)",0
39125,Paulding,"Alexander, Stewart (S)",7
39125,Paulding,"Duncan, Richard (I)",47
39125,Paulding,"Goode, Virgil (C)",33
39125,Paulding,"Johnson, Gary (L)",101
39125,Paulding,"Obama, Barack (D)",3538
39125,Paulding,"Romney, Mitt (R)",5354
39125,Paulding,"Stein, Jill (G)",48
39125,Paulding,"Daniels, Susan (WI)",0
39125,Paulding,"Keyton, Nelson (WI)",0
39125,Paulding,"Reed, Jill (WI)",0
39125,Paulding,"Robertson, Platt (WI)",0
39125,Paulding,"Randall, Terry (WI)",0
39125,Paulding,"Vargo, Mike (WI)",0
39127,Perry,"Alexander, Stewart (S)",15
39127,Perry,"Duncan, Richard (I)",63
39127,Perry,"Goode, Virgil (C)",49
39127,Perry,"Johnson, Gary (L)",120
39127,Perry,"Obama, Barack (D)",7033
39127,Perry,"Romney, Mitt (R)",7627
39127,Perry,"Stein, Jill (G)",76
39127,Perry,"Daniels, Susan (WI)",0
39127,Perry,"Keyton, Nelson (WI)",0
39127,Perry,"Reed, Jill (WI)",1
39127,Perry,"Robertson, Platt (WI)",0
39127,Perry,"Randall, Terry (WI)",0
39127,Perry,"Vargo, Mike (WI)",0
39129,Pickaway,"Alexander, Stewart (S)",18
39129,Pickaway,"Duncan, Richard (I)",56
39129,Pickaway,"Goode, Virgil (C)",48
39129,Pickaway,"Johnson, Gary (L)",206
39129,Pickaway,"Obama, Barack (D)",9684
39129,Pickaway,"Romney, Mitt (R)",14037
39129,Pickaway,"Stein, Jill (G)",74
39129,Pickaway,"Daniels, Susan (WI)",0
39129,Pickaway,"Keyton, Nelson (WI)",0
39129,Pickaway,"Reed, Jill (WI)",0
39129,Pickaway,"Robertson, Platt (WI)",0
39129,Pickaway,"Randall, Terry (WI)",0
39129,Pickaway,"Vargo, Mike (WI)",0
39131,Pike,"Alexander, Stewart (S)",12
39131,Pike,"Duncan, Richard (I)",51
39131,Pike,"Goode, Virgil (C)",28
39131,Pike,"Johnson, Gary (L)",77
39131,Pike,"Obama, Barack (D)",5684
39131,Pike,"Romney, Mitt (R)",5685
39131,Pike,"Stein, Jill (G)",44
39131,Pike,"Daniels, Susan (WI)",0
39131,Pike,"Keyton, Nelson (WI)",0
39131,Pike,"Reed, Jill (WI)",0
39131,Pike,"Robertson, Platt (WI)",0
39131,Pike,"Randall, Terry (WI)",0
39131,Pike,"Vargo, Mike (WI)",0
39133,Portage,"Alexander, Stewart (S)",63
39133,Portage,"Duncan, Richard (I)",196
39133,Portage,"Goode, Virgil (C)",125
39133,Portage,"Johnson, Gary (L)",844
39133,Portage,"Obama, Barack (D)",39453
39133,Portage,"Romney, Mitt (R)",35242
39133,Portage,"Stein, Jill (G)",316
39133,Portage,"Daniels, Susan (WI)",0
39133,Portage,"Keyton, Nelson (WI)",0
39133,Portage,"Reed, Jill (WI)",0
39133,Portage,"Robertson, Platt (WI)",0
39133,Portage,"Randall, Terry (WI)",0
39133,Portage,"Vargo, Mike (WI)",0
39135,Preble,"Alexander, Stewart (S)",10
39135,Preble,"Duncan, Richard (I)",63
39135,Preble,"Goode, Virgil (C)",36
39135,Preble,"Johnson, Gary (L)",230
39135,Preble,"Obama, Barack (D)",6211
39135,Preble,"Romney, Mitt (R)",13535
39135,Preble,"Stein, Jill (G)",82
39135,Preble,"Daniels, Susan (WI)",0
39135,Preble,"Keyton, Nelson (WI)",1
39135,Preble,"Reed, Jill (WI)",1
39135,Preble,"Robertson, Platt (WI)",0
39135,Preble,"Randall, Terry (WI)",0
39135,Preble,"Vargo, Mike (WI)",0
39137,Putnam,"Alexander, Stewart (S)",13
39137,Putnam,"Duncan, Richard (I)",58
39137,Putnam,"Goode, Virgil (C)",30
39137,Putnam,"Johnson, Gary (L)",160
39137,Putnam,"Obama, Barack (D)",4318
39137,Putnam,"Romney, Mitt (R)",13721
39137,Putnam,"Stein, Jill (G)",71
39137,Putnam,"Daniels, Susan (WI)",1
39137,Putnam,"Keyton, Nelson (WI)",0
39137,Putnam,"Reed, Jill (WI)",0
39137,Putnam,"Robertson, Platt (WI)",0
39137,Putnam,"Randall, Terry (WI)",0
39137,Putnam,"Vargo, Mike (WI)",0
39139,Richland,"Alexander, Stewart (S)",57
39139,Richland,"Duncan, Richard (I)",213
39139,Richland,"Goode, Virgil (C)",140
39139,Richland,"Johnson, Gary (L)",503
39139,Richland,"Obama, Barack (D)",22687
39139,Richland,"Romney, Mitt (R)",33867
39139,Richland,"Stein, Jill (G)",245
39139,Richland,"Daniels, Susan (WI)",1
39139,Richland,"Keyton, Nelson (WI)",0
39139,Richland,"Reed, Jill (WI)",0
39139,Richland,"Robertson, Platt (WI)",0
39139,Richland,"Randall, Terry (WI)",0
39139,Richland,"Vargo, Mike (WI)",2
39141,Ross,"Alexander, Stewart (S)",18
39141,Ross,"Duncan, Richard (I)",85
39141,Ross,"Goode, Virgil (C)",75
39141,Ross,"Johnson, Gary (L)",223
39141,Ross,"Obama, Barack (D)",14569
39141,Ross,"Romney, Mitt (R)",15008
39141,Ross,"Stein, Jill (G)",105
39141,Ross,"Daniels, Susan (WI)",0
39141,Ross,"Keyton, Nelson (WI)",0
39141,Ross,"Reed, Jill (WI)",0
39141,Ross,"Robertson, Platt (WI)",0
39141,Ross,"Randall, Terry (WI)",0
39141,Ross,"Vargo, Mike (WI)",0
39143,Sandusky,"Alexander, Stewart (S)",27
39143,Sandusky,"Duncan, Richard (I)",123
39143,Sandusky,"Goode, Virgil (C)",60
39143,Sandusky,"Johnson, Gary (L)",324
39143,Sandusky,"Obama, Barack (D)",14541
39143,Sandusky,"Romney, Mitt (R)",13755
39143,Sandusky,"Stein, Jill (G)",162
39143,Sandusky,"Daniels, Susan (WI)",0
39143,Sandusky,"Keyton, Nelson (WI)",0
39143,Sandusky,"Reed, Jill (WI)",0
39143,Sandusky,"Robertson, Platt (WI)",0
39143,Sandusky,"Randall, Terry (WI)",0
39143,Sandusky,"Vargo, Mike (WI)",2
39145,Scioto,"Alexander, Stewart (S)",23
39145,Scioto,"Duncan, Richard (I)",151
39145,Scioto,"Goode, Virgil (C)",53
39145,Scioto,"Johnson, Gary (L)",211
39145,Scioto,"Obama, Barack (D)",15077
39145,Scioto,"Romney, Mitt (R)",15492
39145,Scioto,"Stein, Jill (G)",154
39145,Scioto,"Daniels, Susan (WI)",0
39145,Scioto,"Keyton, Nelson (WI)",0
39145,Scioto,"Reed, Jill (WI)",0
39145,Scioto,"Robertson, Platt (WI)",0
39145,Scioto,"Randall, Terry (WI)",0
39145,Scioto,"Vargo, Mike (WI)",0
39147,Seneca,"Alexander, Stewart (S)",27
39147,Seneca,"Duncan, Richard (I)",118
39147,Seneca,"Goode, Virgil (C)",69
39147,Seneca,"Johnson, Gary (L)",316
39147,Seneca,"Obama, Barack (D)",11353
39147,Seneca,"Romney, Mitt (R)",13243
39147,Seneca,"Stein, Jill (G)",136
39147,Seneca,"Daniels, Susan (WI)",0
39147,Seneca,"Keyton, Nelson (WI)",0
39147,Seneca,"Reed, Jill (WI)",0
39147,Seneca,"Robertson, Platt (WI)",0
39147,Seneca,"Randall, Terry (WI)",0
39147,Seneca,"Vargo, Mike (WI)",0
39149,Shelby,"Alexander, Stewart (S)",15
39149,Shelby,"Duncan, Richard (I)",74
39149,Shelby,"Goode, Virgil (C)",38
39149,Shelby,"Johnson, Gary (L)",178
39149,Shelby,"Obama, Barack (D)",6343
39149,Shelby,"Romney, Mitt (R)",17142
39149,Shelby,"Stein, Jill (G)",75
39149,Shelby,"Daniels, Susan (WI)",0
39149,Shelby,"Keyton, Nelson (WI)",0
39149,Shelby,"Reed, Jill (WI)",1
39149,Shelby,"Robertson, Platt (WI)",0
39149,Shelby,"Randall, Terry (WI)",0
39149,Shelby,"Vargo, Mike (WI)",0
39151,Stark,"Alexander, Stewart (S)",178
39151,Stark,"Duncan, Richard (I)",592
39151,Stark,"Goode, Virgil (C)",371
39151,Stark,"Johnson, Gary (L)",1588
39151,Stark,"Obama, Barack (D)",89432
39151,Stark,"Romney, Mitt (R)",88581
39151,Stark,"Stein, Jill (G)",732
39151,Stark,"Daniels, Susan (WI)",0
39151,Stark,"Keyton, Nelson (WI)",0
39151,Stark,"Reed, Jill (WI)",1
39151,Stark,"Robertson, Platt (WI)",0
39151,Stark,"Randall, Terry (WI)",0
39151,Stark,"Vargo, Mike (WI)",2
39153,Summit,"Alexander, Stewart (S)",76
39153,Summit,"Duncan, Richard (I)",458
39153,Summit,"Goode, Virgil (C)",310
39153,Summit,"Johnson, Gary (L)",2059
39153,Summit,"Obama, Barack (D)",153037
39153,Summit,"Romney, Mitt (R)",111000
39153,Summit,"Stein, Jill (G)",764
39153,Summit,"Daniels, Susan (WI)",0
39153,Summit,"Keyton, Nelson (WI)",0
39153,Summit,"Reed, Jill (WI)",3
39153,Summit,"Robertson, Platt (WI)",0
39153,Summit,"Randall, Terry (WI)",1
39153,Summit,"Vargo, Mike (WI)",3
39155,Trumbull,"Alexander, Stewart (S)",83
39155,Trumbull,"Duncan, Richard (I)",336
39155,Trumbull,"Goode, Virgil (C)",177
39155,Trumbull,"Johnson, Gary (L)",739
39155,Trumbull,"Obama, Barack (D)",61672
39155,Trumbull,"Romney, Mitt (R)",38279
39155,Trumbull,"Stein, Jill (G)",432
39155,Trumbull,"Daniels, Susan (WI)",0
39155,Trumbull,"Keyton, Nelson (WI)",0
39155,Trumbull,"Reed, Jill (WI)",0
39155,Trumbull,"Robertson, Platt (WI)",0
39155,Trumbull,"Randall, Terry (WI)",1
39155,Trumbull,"Vargo, Mike (WI)",0
39157,Tuscarawas,"Alexander, Stewart (S)",51
39157,Tuscarawas,"Duncan, Richard (I)",189
39157,Tuscarawas,"Goode, Virgil (C)",114
39157,Tuscarawas,"Johnson, Gary (L)",435
39157,Tuscarawas,"Obama, Barack (D)",18407
39157,Tuscarawas,"Romney, Mitt (R)",22242
39157,Tuscarawas,"Stein, Jill (G)",175
39157,Tuscarawas,"Daniels, Susan (WI)",0
39157,Tuscarawas,"Keyton, Nelson (WI)",0
39157,Tuscarawas,"Reed, Jill (WI)",0
39157,Tuscarawas,"Robertson, Platt (WI)",0
39157,Tuscarawas,"Randall, Terry (WI)",0
39157,Tuscarawas,"Vargo, Mike (WI)",0
39159,Union,"Alexander, Stewart (S)",6
39159,Union,"Duncan, Richard (I)",53
39159,Union,"Goode, Virgil (C)",51
39159,Union,"Johnson, Gary (L)",280
39159,Union,"Obama, Barack (D)",8805
39159,Union,"Romney, Mitt (R)",16289
39159,Union,"Stein, Jill (G)",83
39159,Union,"Daniels, Susan (WI)",0
39159,Union,"Keyton, Nelson (WI)",0
39159,Union,"Reed, Jill (WI)",0
39159,Union,"Robertson, Platt (WI)",0
39159,Union,"Randall, Terry (WI)",0
39159,Union,"Vargo, Mike (WI)",0
39161,Van Wert,"Alexander, Stewart (S)",23
39161,Van Wert,"Duncan, Richard (I)",45
39161,Van Wert,"Goode, Virgil (C)",24
39161,Van Wert,"Johnson, Gary (L)",95
39161,Van Wert,"Obama, Barack (D)",4029
39161,Van Wert,"Romney, Mitt (R)",9585
39161,Van Wert,"Stein, Jill (G)",65
39161,Van Wert,"Daniels, Susan (WI)",0
39161,Van Wert,"Keyton, Nelson (WI)",0
39161,Van Wert,"Reed, Jill (WI)",0
39161,Van Wert,"Robertson, Platt (WI)",0
39161,Van Wert,"Randall, Terry (WI)",0
39161,Van Wert,"Vargo, Mike (WI)",0
39163,Vinton,"Alexander, Stewart (S)",3
39163,Vinton,"Duncan, Richard (I)",49
39163,Vinton,"Goode, Virgil (C)",20
39163,Vinton,"Johnson, Gary (L)",62
39163,Vinton,"Obama, Barack (D)",2436
39163,Vinton,"Romney, Mitt (R)",2856
39163,Vinton,"Stein, Jill (G)",41
39163,Vinton,"Daniels, Susan (WI)",0
39163,Vinton,"Keyton, Nelson (WI)",0
39163,Vinton,"Reed, Jill (WI)",0
39163,Vinton,"Robertson, Platt (WI)",0
39163,Vinton,"Randall, Terry (WI)",0
39163,Vinton,"Vargo, Mike (WI)",0
39165,Warren,"Alexander, Stewart (S)",23
39165,Warren,"Duncan, Richard (I)",156
39165,Warren,"Goode, Virgil (C)",124
39165,Warren,"Johnson, Gary (L)",1011
39165,Warren,"Obama, Barack (D)",32909
39165,Warren,"Romney, Mitt (R)",76561
39165,Warren,"Stein, Jill (G)",220
39165,Warren,"Daniels, Susan (WI)",0
39165,Warren,"Keyton, Nelson (WI)",0
39165,Warren,"Reed, Jill (WI)",0
39165,Warren,"Robertson, Platt (WI)",0
39165,Warren,"Randall, Terry (WI)",0
39165,Warren,"Vargo, Mike (WI)",0
39167,Washington,"Alexander, Stewart (S)",14
39167,Washington,"Duncan, Richard (I)",123
39167,Washington,"Goode, Virgil (C)",58
39167,Washington,"Johnson, Gary (L)",235
39167,Washington,"Obama, Barack (D)",11651
39167,Washington,"Romney, Mitt (R)",17284
39167,Washington,"Stein, Jill (G)",134
39167,Washington,"Daniels, Susan (WI)",0
39167,Washington,"Keyton, Nelson (WI)",0
39167,Washington,"Reed, Jill (WI)",0
39167,Washington,"Robertson, Platt (WI)",0
39167,Washington,"Randall, Terry (WI)",0
39167,Washington,"Vargo, Mike (WI)",0
39169,Wayne,"Alexander, Stewart (S)",44
39169,Wayne,"Duncan, Richard (I)",179
39169,Wayne,"Goode, Virgil (C)",146
39169,Wayne,"Johnson, Gary (L)",451
39169,Wayne,"Obama, Barack (D)",19808
39169,Wayne,"Romney, Mitt (R)",30251
39169,Wayne,"Stein, Jill (G)",184
39169,Wayne,"Daniels, Susan (WI)",0
39169,Wayne,"Keyton, Nelson (WI)",0
39169,Wayne,"Reed, Jill (WI)",0
39169,Wayne,"Robertson, Platt (WI)",0
39169,Wayne,"Randall, Terry (WI)",1
39169,Wayne,"Vargo, Mike (WI)",0
39171,Williams,"Alexander, Stewart (S)",9
39171,Williams,"Duncan, Richard (I)",87
39171,Williams,"Goode, Virgil (C)",54
39171,Williams,"Johnson, Gary (L)",148
39171,Williams,"Obama, Barack (D)",7266
39171,Williams,"Romney, Mitt (R)",10047
39171,Williams,"Stein, Jill (G)",95
39171,Williams,"Daniels, Susan (WI)",0
39171,Williams,"Keyton, Nelson (WI)",0
39171,Williams,"Reed, Jill (WI)",0
39171,Williams,"Robertson, Platt (WI)",0
39171,Williams,"Randall, Terry (WI)",0
39171,Williams,"Vargo, Mike (WI)",0
39173,Wood,"Alexander, Stewart (S)",44
39173,Wood,"Duncan, Richard (I)",117
39173,Wood,"Goode, Virgil (C)",62
39173,Wood,"Johnson, Gary (L)",940
39173,Wood,"Obama, Barack (D)",32802
39173,Wood,"Romney, Mitt (R)",29704
39173,Wood,"Stein, Jill (G)",279
39173,Wood,"Daniels, Susan (WI)",0
39173,Wood,"Keyton, Nelson (WI)",0
39173,Wood,"Reed, Jill (WI)",0
39173,Wood,"Robertson, Platt (WI)",0
39173,Wood,"Randall, Terry (WI)",0
39173,Wood,"Vargo, Mike (WI)",0
39175,Wyandot,"Alexander, Stewart (S)",12
39175,Wyandot,"Duncan, Richard (I)",58
39175,Wyandot,"Goode, Virgil (C)",18
39175,Wyandot,"Johnson, Gary (L)",99
39175,Wyandot,"Obama, Barack (D)",4137
39175,Wyandot,"Romney, Mitt (R)",6180
39175,Wyandot,"Stein, Jill (G)",68
39175,Wyandot,"Daniels, Susan (WI)",0
39175,Wyandot,"Keyton, Nelson (WI)",0
39175,Wyandot,"Reed, Jill (WI)",0
39175,Wyandot,"Robertson, Platt (WI)",0
39175,Wyandot,"Randall, Terry (WI)",0
39175,Wyandot,"Vargo, Mike (WI)",0
