county,candidate,votes
WHITE,Merlin Miller,10
WILLIAMSON,Mitt Romney,69850
WILLIAMSON,Barack Obama,25142
WILLIAMSON,Virgil Goode,160
WILLIAMSON,Jill Stein,217
WILLIAMSON,"Ross C. ""Rocky"" Anderson",66
WILLIAMSON,Gary Johnson,748
WILLIAMSON,Merlin Miller,42
WILSON,Mitt Romney,36109
WILSON,Barack Obama,14695
WILSON,Virgil Goode,117
WILSON,Jill Stein,113
WILSON,"Ross C. ""Rocky"" Anderson",43
WILSON,Gary Johnson,381
WILSON,Merlin Miller,41
