county,candidate,votes
Honolulu,Obama,204349
Honolulu,Romney,88461
Honolulu,Johnson,2252
Honolulu,Stein,1680
Hawaii,Obama,47224
Hawaii,Romney,14753
Hawaii,Johnson,749
Hawaii,Stein,728
Maui,Obama,36052
Maui,Romney,11602
Maui,Johnson,565
Maui,Stein,434
Kauai,Obama,18641
Kauai,Romney,6121
Kauai,Johnson,338
Kauai,Stein,272
Overseas,Obama,392
Overseas,Romney,78
Overseas,Johnson,2
Overseas,Stein,4
