county,candidate,votes
IOWA,JERRY WHITE/PHYLLIS SCHERRER,2
IOWA,JILL STEIN/BEN MANSKI,27
IOWA,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
IOWA,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
IOWA,SCATTERING,22
IRON,MITT ROMNEY/PAUL RYAN,1790
IRON,BARACK OBAMA/JOE BIDEN,1784
IRON,VIRGIL GOODE/JIM CLYMER,10
IRON,GARY JOHNSON/JAMES P. GRAY,27
IRON,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",2
IRON,JERRY WHITE/PHYLLIS SCHERRER,2
IRON,JILL STEIN/BEN MANSKI,9
IRON,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
IRON,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
IRON,SCATTERING,8
JACKSON,MITT ROMNEY/PAUL RYAN,3900
JACKSON,BARACK OBAMA/JOE BIDEN,5298
JACKSON,VIRGIL GOODE/JIM CLYMER,17
JACKSON,GARY JOHNSON/JAMES P. GRAY,48
JACKSON,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",4
JACKSON,JERRY WHITE/PHYLLIS SCHERRER,4
JACKSON,JILL STEIN/BEN MANSKI,21
JACKSON,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
JACKSON,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
JACKSON,SCATTERING,21
JEFFERSON,MITT ROMNEY/PAUL RYAN,23517
JEFFERSON,BARACK OBAMA/JOE BIDEN,20158
JEFFERSON,VIRGIL GOODE/JIM CLYMER,93
JEFFERSON,GARY JOHNSON/JAMES P. GRAY,303
JEFFERSON,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",3
JEFFERSON,JERRY WHITE/PHYLLIS SCHERRER,7
JEFFERSON,JILL STEIN/BEN MANSKI,106
JEFFERSON,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
JEFFERSON,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
JEFFERSON,SCATTERING,94
JUNEAU,MITT ROMNEY/PAUL RYAN,5411
JUNEAU,BARACK OBAMA/JOE BIDEN,6242
JUNEAU,VIRGIL GOODE/JIM CLYMER,22
JUNEAU,GARY JOHNSON/JAMES P. GRAY,82
JUNEAU,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",2
JUNEAU,JERRY WHITE/PHYLLIS SCHERRER,3
JUNEAU,JILL STEIN/BEN MANSKI,33
JUNEAU,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
JUNEAU,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
JUNEAU,SCATTERING,32
KENOSHA,MITT ROMNEY/PAUL RYAN,34977
KENOSHA,BARACK OBAMA/JOE BIDEN,44867
KENOSHA,VIRGIL GOODE/JIM CLYMER,97
KENOSHA,GARY JOHNSON/JAMES P. GRAY,566
KENOSHA,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",20
KENOSHA,JERRY WHITE/PHYLLIS SCHERRER,11
KENOSHA,JILL STEIN/BEN MANSKI,188
