county,candidate,votes
Jefferson Davis,"Mitt Romney for President and Paul Ryan for Vice President, Republican",2507
Jefferson Davis,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",54
Jefferson Davis,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",20
Jefferson Davis,"Jill Stein for President and Cheri Honkala for Vice President, Green",10
Jefferson Davis,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",6
Jefferson,"Barack Obama for President and Joe Biden for Vice President, Democrat",3951
Jefferson,"Mitt Romney for President and Paul Ryan for Vice President, Republican",468
Jefferson,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",3
Jefferson,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",6
Jefferson,"Jill Stein for President and Cheri Honkala for Vice President, Green",3
Jefferson,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",2
Jones,"Barack Obama for President and Joe Biden for Vice President, Democrat",9211
Jones,"Mitt Romney for President and Paul Ryan for Vice President, Republican",20687
Jones,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",54
Jones,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",164
Jones,"Jill Stein for President and Cheri Honkala for Vice President, Green",22
Jones,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",21
Kemper,"Barack Obama for President and Joe Biden for Vice President, Democrat",3239
Kemper,"Mitt Romney for President and Paul Ryan for Vice President, Republican",1789
Kemper,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",9
Kemper,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",12
Kemper,"Jill Stein for President and Cheri Honkala for Vice President, Green",3
Kemper,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",0
Lafayette,"Barack Obama for President and Joe Biden for Vice President, Democrat",8091
Lafayette,"Mitt Romney for President and Paul Ryan for Vice President, Republican",11075
Lafayette,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",40
Lafayette,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",243
Lafayette,"Jill Stein for President and Cheri Honkala for Vice President, Green",47
Lafayette,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",9
Lamar,"Barack Obama for President and Joe Biden for Vice President, Democrat",5494
Lamar,"Mitt Romney for President and Paul Ryan for Vice President, Republican",19101
Lamar,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",74
Lamar,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",173
Lamar,"Jill Stein for President and Cheri Honkala for Vice President, Green",29
Lamar,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",18
Lauderdale,"Barack Obama for President and Joe Biden for Vice President, Democrat",13814
Lauderdale,"Mitt Romney for President and Paul Ryan for Vice President, Republican",18700
Lauderdale,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",49
Lauderdale,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",157
Lauderdale,"Jill Stein for President and Cheri Honkala for Vice President, Green",36
Lauderdale,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",21
Lawrence,"Barack Obama for President and Joe Biden for Vice President, Democrat",2468
Lawrence,"Mitt Romney for President and Paul Ryan for Vice President, Republican",4192
Lawrence,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",12
Lawrence,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",15
Lawrence,"Jill Stein for President and Cheri Honkala for Vice President, Green",8
Lawrence,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",3
Leake,"Barack Obama for President and Joe Biden for Vice President, Democrat",4079
Leake,"Mitt Romney for President and Paul Ryan for Vice President, Republican",4863
Leake,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",12
Leake,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",13
Leake,"Jill Stein for President and Cheri Honkala for Vice President, Green",7
Leake,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",9
Lee,"Barack Obama for President and Joe Biden for Vice President, Democrat",12563
Lee,"Mitt Romney for President and Paul Ryan for Vice President, Republican",22415
Lee,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",61
Lee,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",204
Lee,"Jill Stein for President and Cheri Honkala for Vice President, Green",35
Lee,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",28
Leflore,"Barack Obama for President and Joe Biden for Vice President, Democrat",9119
Leflore,"Mitt Romney for President and Paul Ryan for Vice President, Republican",3587
Leflore,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",15
Leflore,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",34
Leflore,"Jill Stein for President and Cheri Honkala for Vice President, Green",11
Leflore,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",7
Lincoln,"Barack Obama for President and Joe Biden for Vice President, Democrat",5471
Lincoln,"Mitt Romney for President and Paul Ryan for Vice President, Republican",10839
Lincoln,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",24
Lincoln,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",56
Lincoln,"Jill Stein for President and Cheri Honkala for Vice President, Green",14
Lincoln,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",10
Lowndes,"Barack Obama for President and Joe Biden for Vice President, Democrat",13388
Lowndes,"Mitt Romney for President and Paul Ryan for Vice President, Republican",13518
Lowndes,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",110
Lowndes,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",97
Lowndes,"Jill Stein for President and Cheri Honkala for Vice President, Green",30
Lowndes,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",15
Madison,"Barack Obama for President and Joe Biden for Vice President, Democrat",20722
Madison,"Mitt Romney for President and Paul Ryan for Vice President, Republican",28507
Madison,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",64
Madison,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",219
Madison,"Jill Stein for President and Cheri Honkala for Vice President, Green",45
Madison,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",14
Marion,"Barack Obama for President and Joe Biden for Vice President, Democrat",4393
Marion,"Mitt Romney for President and Paul Ryan for Vice President, Republican",8237
Marion,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",20
Marion,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",49
Marion,"Jill Stein for President and Cheri Honkala for Vice President, Green",15
Marion,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",15
Marshall,"Barack Obama for President and Joe Biden for Vice President, Democrat",9650
Marshall,"Mitt Romney for President and Paul Ryan for Vice President, Republican",6473
Marshall,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",30
Marshall,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",56
Marshall,"Jill Stein for President and Cheri Honkala for Vice President, Green",22
Marshall,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",9
Monroe,"Barack Obama for President and Joe Biden for Vice President, Democrat",7056
Monroe,"Mitt Romney for President and Paul Ryan for Vice President, Republican",9723
Monroe,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",45
Monroe,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",62
Monroe,"Jill Stein for President and Cheri Honkala for Vice President, Green",19
Monroe,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",13
Montgomery,"Barack Obama for President and Joe Biden for Vice President, Democrat",2675
Montgomery,"Mitt Romney for President and Paul Ryan for Vice President, Republican",2947
Montgomery,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",3
Montgomery,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",13
Montgomery,"Jill Stein for President and Cheri Honkala for Vice President, Green",4
Montgomery,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",3
Neshoba,"Barack Obama for President and Joe Biden for Vice President, Democrat",3089
Neshoba,"Mitt Romney for President and Paul Ryan for Vice President, Republican",7837
Neshoba,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",23
Neshoba,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",44
Neshoba,"Jill Stein for President and Cheri Honkala for Vice President, Green",10
Neshoba,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",12
Newton,"Barack Obama for President and Joe Biden for Vice President, Democrat",3319
Newton,"Mitt Romney for President and Paul Ryan for Vice President, Republican",6394
Newton,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",18
Newton,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",39
Newton,"Jill Stein for President and Cheri Honkala for Vice President, Green",6
Newton,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",1
Noxubee,"Barack Obama for President and Joe Biden for Vice President, Democrat",4920
Noxubee,"Mitt Romney for President and Paul Ryan for Vice President, Republican",1325
Noxubee,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",3
Noxubee,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",10
Noxubee,"Jill Stein for President and Cheri Honkala for Vice President, Green",5
Noxubee,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",1
Oktibbeha,"Barack Obama for President and Joe Biden for Vice President, Democrat",9095
Oktibbeha,"Mitt Romney for President and Paul Ryan for Vice President, Republican",8761
Oktibbeha,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",40
Oktibbeha,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",168
Oktibbeha,"Jill Stein for President and Cheri Honkala for Vice President, Green",48
Oktibbeha,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",5
Panola,"Barack Obama for President and Joe Biden for Vice President, Democrat",9079
Panola,"Mitt Romney for President and Paul Ryan for Vice President, Republican",7629
Panola,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",28
Panola,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",64
Panola,"Jill Stein for President and Cheri Honkala for Vice President, Green",13
Panola,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",13
Pearl River,"Barack Obama for President and Joe Biden for Vice President, Democrat",4366
Pearl River,"Mitt Romney for President and Paul Ryan for Vice President, Republican",17549
Pearl River,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",60
Pearl River,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",195
Pearl River,"Jill Stein for President and Cheri Honkala for Vice President, Green",31
Pearl River,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",23
Perry,"Barack Obama for President and Joe Biden for Vice President, Democrat",1527
Perry,"Mitt Romney for President and Paul Ryan for Vice President, Republican",4137
Perry,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",10
Perry,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",32
Perry,"Jill Stein for President and Cheri Honkala for Vice President, Green",9
Perry,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",7
Pike,"Barack Obama for President and Joe Biden for Vice President, Democrat",9650
Pike,"Mitt Romney for President and Paul Ryan for Vice President, Republican",8181
Pike,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",35
Pike,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",82
Pike,"Jill Stein for President and Cheri Honkala for Vice President, Green",16
Pike,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",10
Pontotoc,"Barack Obama for President and Joe Biden for Vice President, Democrat",2804
Pontotoc,"Mitt Romney for President and Paul Ryan for Vice President, Republican",9448
Pontotoc,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",39
Pontotoc,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",90
Pontotoc,"Jill Stein for President and Cheri Honkala for Vice President, Green",21
Pontotoc,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",9
Prentiss,"Barack Obama for President and Joe Biden for Vice President, Democrat",2817
Prentiss,"Mitt Romney for President and Paul Ryan for Vice President, Republican",7075
Prentiss,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",40
Prentiss,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",74
Prentiss,"Jill Stein for President and Cheri Honkala for Vice President, Green",18
Prentiss,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",9
Quitman,"Barack Obama for President and Joe Biden for Vice President, Democrat",2837
Quitman,"Mitt Romney for President and Paul Ryan for Vice President, Republican",1116
Quitman,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",6
Quitman,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",10
Quitman,"Jill Stein for President and Cheri Honkala for Vice President, Green",7
Quitman,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",3
Rankin,"Barack Obama for President and Joe Biden for Vice President, Democrat",14988
Rankin,"Mitt Romney for President and Paul Ryan for Vice President, Republican",48444
Rankin,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",98
Rankin,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",436
Rankin,"Jill Stein for President and Cheri Honkala for Vice President, Green",89
Rankin,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",90
Scott,"Barack Obama for President and Joe Biden for Vice President, Democrat",5031
Scott,"Mitt Romney for President and Paul Ryan for Vice President, Republican",6089
Scott,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",26
Scott,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",44
Scott,"Jill Stein for President and Cheri Honkala for Vice President, Green",6
Scott,"Barbara Dale Washer for President and Cathy L. Toole for Vice President, Reform",6
Sharkey,"Barack Obama for President and Joe Biden for Vice President, Democrat",1782
Sharkey,"Mitt Romney for President and Paul Ryan for Vice President, Republican",737
Sharkey,"Virgil Goode for President and Jim Clymer for Vice President, Constitution",4
Sharkey,"Gary Johnson for President and James P. Gray for Vice President, Libertarian",5
