county,candidate,votes
Island,Gary Johnson / James P. Gray,531
Island,Virgil Goode / James N. Clymer,116
Island,Jill Stein / Cheri Honkala,265
Island,Peta Lindsay / Yari Osorio,22
Island,James Harris / Alyson Kennedy,11
Island,Ross C. (Rocky) Anderson / Luis J. Rodriguez,71
Jefferson,Barack Obama / Joe Biden,12739
Jefferson,Mitt Romney / Paul Ryan,6405
Jefferson,Gary Johnson / James P. Gray,248
Jefferson,Virgil Goode / James N. Clymer,54
Jefferson,Jill Stein / Cheri Honkala,301
Jefferson,Peta Lindsay / Yari Osorio,8
Jefferson,James Harris / Alyson Kennedy,7
Jefferson,Ross C. (Rocky) Anderson / Luis J. Rodriguez,67
King,Barack Obama / Joe Biden,668004
King,Mitt Romney / Paul Ryan,275700
King,Gary Johnson / James P. Gray,12411
King,Virgil Goode / James N. Clymer,1369
King,Jill Stein / Cheri Honkala,7264
King,Peta Lindsay / Yari Osorio,411
King,James Harris / Alyson Kennedy,367
King,Ross C. (Rocky) Anderson / Luis J. Rodriguez,1628
Kitsap,Barack Obama / Joe Biden,67277
Kitsap,Mitt Romney / Paul Ryan,52846
Kitsap,Gary Johnson / James P. Gray,1774
Kitsap,Virgil Goode / James N. Clymer,414
Kitsap,Jill Stein / Cheri Honkala,799
Kitsap,Peta Lindsay / Yari Osorio,37
Kitsap,James Harris / Alyson Kennedy,43
Kitsap,Ross C. (Rocky) Anderson / Luis J. Rodriguez,177
Kittitas,Barack Obama / Joe Biden,7949
Kittitas,Mitt Romney / Paul Ryan,9782
Kittitas,Gary Johnson / James P. Gray,239
Kittitas,Virgil Goode / James N. Clymer,39
Kittitas,Jill Stein / Cheri Honkala,110
Kittitas,Peta Lindsay / Yari Osorio,5
Kittitas,James Harris / Alyson Kennedy,10
Kittitas,Ross C. (Rocky) Anderson / Luis J. Rodriguez,37
Klickitat,Barack Obama / Joe Biden,4598
Klickitat,Mitt Romney / Paul Ryan,5316
Klickitat,Gary Johnson / James P. Gray,147
Klickitat,Virgil Goode / James N. Clymer,53
Klickitat,Jill Stein / Cheri Honkala,121
Klickitat,Peta Lindsay / Yari Osorio,5
Klickitat,James Harris / Alyson Kennedy,7
Klickitat,Ross C. (Rocky) Anderson / Luis J. Rodriguez,27
Lewis,Barack Obama / Joe Biden,12664
Lewis,Mitt Romney / Paul Ryan,20452
Lewis,Gary Johnson / James P. Gray,508
Lewis,Virgil Goode / James N. Clymer,149
Lewis,Jill Stein / Cheri Honkala,172
Lewis,Peta Lindsay / Yari Osorio,18
Lewis,James Harris / Alyson Kennedy,25
Lewis,Ross C. (Rocky) Anderson / Luis J. Rodriguez,56
Lincoln,Barack Obama / Joe Biden,1673
Lincoln,Mitt Romney / Paul Ryan,4063
Lincoln,Gary Johnson / James P. Gray,66
Lincoln,Virgil Goode / James N. Clymer,24
Lincoln,Jill Stein / Cheri Honkala,36
Lincoln,Peta Lindsay / Yari Osorio,1
Lincoln,James Harris / Alyson Kennedy,3
Lincoln,Ross C. (Rocky) Anderson / Luis J. Rodriguez,6
Mason,Barack Obama / Joe Biden,14764
Mason,Mitt Romney / Paul Ryan,12761
Mason,Gary Johnson / James P. Gray,357
Mason,Virgil Goode / James N. Clymer,104
Mason,Jill Stein / Cheri Honkala,175
Mason,Peta Lindsay / Yari Osorio,17
Mason,James Harris / Alyson Kennedy,9
Mason,Ross C. (Rocky) Anderson / Luis J. Rodriguez,48
Okanogan,Barack Obama / Joe Biden,7108
Okanogan,Mitt Romney / Paul Ryan,9221
Okanogan,Gary Johnson / James P. Gray,237
Okanogan,Virgil Goode / James N. Clymer,86
Okanogan,Jill Stein / Cheri Honkala,142
Okanogan,Peta Lindsay / Yari Osorio,10
Okanogan,James Harris / Alyson Kennedy,8
Okanogan,Ross C. (Rocky) Anderson / Luis J. Rodriguez,34
Pacific,Barack Obama / Joe Biden,5711
Pacific,Mitt Romney / Paul Ryan,4499
Pacific,Gary Johnson / James P. Gray,152
Pacific,Virgil Goode / James N. Clymer,49
Pacific,Jill Stein / Cheri Honkala,70
Pacific,Peta Lindsay / Yari Osorio,6
Pacific,James Harris / Alyson Kennedy,11
Pacific,Ross C. (Rocky) Anderson / Luis J. Rodriguez,26
Pend Oreille,Barack Obama / Joe Biden,2508
Pend Oreille,Mitt Romney / Paul Ryan,3952
Pend Oreille,Gary Johnson / James P. Gray,103
Pend Oreille,Virgil Goode / James N. Clymer,40
Pend Oreille,Jill Stein / Cheri Honkala,42
Pend Oreille,Peta Lindsay / Yari Osorio,4
Pend Oreille,James Harris / Alyson Kennedy,5
Pend Oreille,Ross C. (Rocky) Anderson / Luis J. Rodriguez,14
Pierce,Barack Obama / Joe Biden,186430
Pierce,Mitt Romney / Paul Ryan,148467
Pierce,Gary Johnson / James P. Gray,4584
Pierce,Virgil Goode / James N. Clymer,1010
Pierce,Jill Stein / Cheri Honkala,1777
Pierce,Peta Lindsay / Yari Osorio,135
Pierce,James Harris / Alyson Kennedy,113
Pierce,Ross C. (Rocky) Anderson / Luis J. Rodriguez,394
San Juan,Barack Obama / Joe Biden,7125
San Juan,Mitt Romney / Paul Ryan,3111
San Juan,Gary Johnson / James P. Gray,140
San Juan,Virgil Goode / James N. Clymer,8
San Juan,Jill Stein / Cheri Honkala,175
San Juan,Peta Lindsay / Yari Osorio,7
San Juan,James Harris / Alyson Kennedy,2
San Juan,Ross C. (Rocky) Anderson / Luis J. Rodriguez,26
Skagit,Barack Obama / Joe Biden,28688
Skagit,Mitt Romney / Paul Ryan,25071
Skagit,Gary Johnson / James P. Gray,785
Skagit,Virgil Goode / James N. Clymer,165
Skagit,Jill Stein / Cheri Honkala,431
Skagit,Peta Lindsay / Yari Osorio,21
Skagit,James Harris / Alyson Kennedy,16
Skagit,Ross C. (Rocky) Anderson / Luis J. Rodriguez,92
Skamania,Barack Obama / Joe Biden,2628
Skamania,Mitt Romney / Paul Ryan,2687
Skamania,Gary Johnson / James P. Gray,84
Skamania,Virgil Goode / James N. Clymer,13
Skamania,Jill Stein / Cheri Honkala,40
Skamania,Peta Lindsay / Yari Osorio,4
Skamania,James Harris / Alyson Kennedy,1
Skamania,Ross C. (Rocky) Anderson / Luis J. Rodriguez,9
Snohomish,Barack Obama / Joe Biden,188516
