county,candidate,votes
Freeborn,JIM CARLSON AND GEORGE MCMAHON,33
Freeborn,PETA LINDSAY AND YARI OSORIO,3
Freeborn,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",8
Freeborn,WRITE-IN**,63
Goodhue,MITT ROMNEY AND PAUL RYAN,12986
Goodhue,BARACK OBAMA AND JOE BIDEN,12212
Goodhue,GARY JOHNSON AND JIM GRAY,301
Goodhue,JAMES HARRIS AND MAURA DELUCA,9
Goodhue,VIRGIL GOODE AND JIM CLYMER,34
Goodhue,DEAN MORSTAD AND JOSH FRANKE-HYLAND,7
Goodhue,JILL STEIN AND CHERI HONKALA,107
Goodhue,JIM CARLSON AND GEORGE MCMAHON,29
Goodhue,PETA LINDSAY AND YARI OSORIO,4
Goodhue,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",12
Goodhue,WRITE-IN**,100
Grant,MITT ROMNEY AND PAUL RYAN,1748
Grant,BARACK OBAMA AND JOE BIDEN,1647
Grant,GARY JOHNSON AND JIM GRAY,40
Grant,JAMES HARRIS AND MAURA DELUCA,1
Grant,VIRGIL GOODE AND JIM CLYMER,6
Grant,DEAN MORSTAD AND JOSH FRANKE-HYLAND,4
Grant,JILL STEIN AND CHERI HONKALA,12
Grant,JIM CARLSON AND GEORGE MCMAHON,11
Grant,PETA LINDSAY AND YARI OSORIO,0
Grant,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",2
Grant,WRITE-IN**,16
Hennepin,MITT ROMNEY AND PAUL RYAN,240073
Hennepin,BARACK OBAMA AND JOE BIDEN,423982
Hennepin,GARY JOHNSON AND JIM GRAY,8289
Hennepin,JAMES HARRIS AND MAURA DELUCA,212
Hennepin,VIRGIL GOODE AND JIM CLYMER,526
Hennepin,DEAN MORSTAD AND JOSH FRANKE-HYLAND,167
Hennepin,JILL STEIN AND CHERI HONKALA,3743
Hennepin,JIM CARLSON AND GEORGE MCMAHON,388
Hennepin,PETA LINDSAY AND YARI OSORIO,118
Hennepin,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",470
Hennepin,WRITE-IN**,2097
Houston,MITT ROMNEY AND PAUL RYAN,4951
Houston,BARACK OBAMA AND JOE BIDEN,5281
Houston,GARY JOHNSON AND JIM GRAY,105
Houston,JAMES HARRIS AND MAURA DELUCA,0
Houston,VIRGIL GOODE AND JIM CLYMER,12
Houston,DEAN MORSTAD AND JOSH FRANKE-HYLAND,5
Houston,JILL STEIN AND CHERI HONKALA,45
Houston,JIM CARLSON AND GEORGE MCMAHON,16
Houston,PETA LINDSAY AND YARI OSORIO,1
Houston,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",6
Houston,WRITE-IN**,24
Hubbard,MITT ROMNEY AND PAUL RYAN,6622
Hubbard,BARACK OBAMA AND JOE BIDEN,4676
Hubbard,GARY JOHNSON AND JIM GRAY,84
Hubbard,JAMES HARRIS AND MAURA DELUCA,4
Hubbard,VIRGIL GOODE AND JIM CLYMER,23
Hubbard,DEAN MORSTAD AND JOSH FRANKE-HYLAND,4
Hubbard,JILL STEIN AND CHERI HONKALA,46
Hubbard,JIM CARLSON AND GEORGE MCMAHON,14
Hubbard,PETA LINDSAY AND YARI OSORIO,0
Hubbard,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",9
Hubbard,WRITE-IN**,38
Isanti,MITT ROMNEY AND PAUL RYAN,11675
Isanti,BARACK OBAMA AND JOE BIDEN,8024
Isanti,GARY JOHNSON AND JIM GRAY,227
Isanti,JAMES HARRIS AND MAURA DELUCA,18
Isanti,VIRGIL GOODE AND JIM CLYMER,43
Isanti,DEAN MORSTAD AND JOSH FRANKE-HYLAND,15
Isanti,JILL STEIN AND CHERI HONKALA,68
Isanti,JIM CARLSON AND GEORGE MCMAHON,39
Isanti,PETA LINDSAY AND YARI OSORIO,1
Isanti,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",21
Isanti,WRITE-IN**,86
Itasca,MITT ROMNEY AND PAUL RYAN,10501
Itasca,BARACK OBAMA AND JOE BIDEN,12852
Itasca,GARY JOHNSON AND JIM GRAY,227
Itasca,JAMES HARRIS AND MAURA DELUCA,13
Itasca,VIRGIL GOODE AND JIM CLYMER,58
Itasca,DEAN MORSTAD AND JOSH FRANKE-HYLAND,10
Itasca,JILL STEIN AND CHERI HONKALA,90
Itasca,JIM CARLSON AND GEORGE MCMAHON,61
Itasca,PETA LINDSAY AND YARI OSORIO,3
Itasca,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",19
Itasca,WRITE-IN**,85
Jackson,MITT ROMNEY AND PAUL RYAN,3044
Jackson,BARACK OBAMA AND JOE BIDEN,2268
Jackson,GARY JOHNSON AND JIM GRAY,62
Jackson,JAMES HARRIS AND MAURA DELUCA,1
Jackson,VIRGIL GOODE AND JIM CLYMER,10
Jackson,DEAN MORSTAD AND JOSH FRANKE-HYLAND,1
Jackson,JILL STEIN AND CHERI HONKALA,21
Jackson,JIM CARLSON AND GEORGE MCMAHON,7
Jackson,PETA LINDSAY AND YARI OSORIO,1
Jackson,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",0
Jackson,WRITE-IN**,15
Kanabec,MITT ROMNEY AND PAUL RYAN,4328
Kanabec,BARACK OBAMA AND JOE BIDEN,3593
Kanabec,GARY JOHNSON AND JIM GRAY,103
Kanabec,JAMES HARRIS AND MAURA DELUCA,6
Kanabec,VIRGIL GOODE AND JIM CLYMER,26
Kanabec,DEAN MORSTAD AND JOSH FRANKE-HYLAND,2
Kanabec,JILL STEIN AND CHERI HONKALA,40
Kanabec,JIM CARLSON AND GEORGE MCMAHON,22
Kanabec,PETA LINDSAY AND YARI OSORIO,0
Kanabec,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",4
Kanabec,WRITE-IN**,26
Kandiyohi,MITT ROMNEY AND PAUL RYAN,11240
Kandiyohi,BARACK OBAMA AND JOE BIDEN,9805
Kandiyohi,GARY JOHNSON AND JIM GRAY,214
Kandiyohi,JAMES HARRIS AND MAURA DELUCA,6
Kandiyohi,VIRGIL GOODE AND JIM CLYMER,25
Kandiyohi,DEAN MORSTAD AND JOSH FRANKE-HYLAND,12
Kandiyohi,JILL STEIN AND CHERI HONKALA,59
Kandiyohi,JIM CARLSON AND GEORGE MCMAHON,25
Kandiyohi,PETA LINDSAY AND YARI OSORIO,3
Kandiyohi,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",14
Kandiyohi,WRITE-IN**,62
Kittson,MITT ROMNEY AND PAUL RYAN,1095
Kittson,BARACK OBAMA AND JOE BIDEN,1241
Kittson,GARY JOHNSON AND JIM GRAY,36
Kittson,JAMES HARRIS AND MAURA DELUCA,1
Kittson,VIRGIL GOODE AND JIM CLYMER,7
Kittson,DEAN MORSTAD AND JOSH FRANKE-HYLAND,0
Kittson,JILL STEIN AND CHERI HONKALA,14
Kittson,JIM CARLSON AND GEORGE MCMAHON,11
Kittson,PETA LINDSAY AND YARI OSORIO,0
Kittson,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",0
Kittson,WRITE-IN**,15
Koochiching,MITT ROMNEY AND PAUL RYAN,2841
Koochiching,BARACK OBAMA AND JOE BIDEN,3451
Koochiching,GARY JOHNSON AND JIM GRAY,76
Koochiching,JAMES HARRIS AND MAURA DELUCA,4
Koochiching,VIRGIL GOODE AND JIM CLYMER,12
Koochiching,DEAN MORSTAD AND JOSH FRANKE-HYLAND,5
Koochiching,JILL STEIN AND CHERI HONKALA,20
Koochiching,JIM CARLSON AND GEORGE MCMAHON,17
Koochiching,PETA LINDSAY AND YARI OSORIO,0
Koochiching,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",6
Koochiching,WRITE-IN**,26
Lac Qui Parle,MITT ROMNEY AND PAUL RYAN,1938
Lac Qui Parle,BARACK OBAMA AND JOE BIDEN,1974
Lac Qui Parle,GARY JOHNSON AND JIM GRAY,33
Lac Qui Parle,JAMES HARRIS AND MAURA DELUCA,3
Lac Qui Parle,VIRGIL GOODE AND JIM CLYMER,5
Lac Qui Parle,DEAN MORSTAD AND JOSH FRANKE-HYLAND,2
Lac Qui Parle,JILL STEIN AND CHERI HONKALA,15
Lac Qui Parle,JIM CARLSON AND GEORGE MCMAHON,1
