county,candidate,votes
Texas,Gary Johnson,215 
Vernon,Gary Johnson,142 
Warren,Gary Johnson,248 
Washington,Gary Johnson,157 
Wayne,Gary Johnson,103 
Webster,Gary Johnson,245 
Worth,Gary Johnson,40 
Wright,Gary Johnson,129 
Adair,Virgil Goode,31 
Andrew,Virgil Goode,36 
Atchison,Virgil Goode,6 
Audrain,Virgil Goode,39 
Barry,Virgil Goode,63 
Barton,Virgil Goode,11 
Bates,Virgil Goode,37 
Benton,Virgil Goode,25 
Bollinger,Virgil Goode,34 
Boone,Virgil Goode,223 
Buchanan,Virgil Goode,150 
Butler,Virgil Goode,40 
Caldwell,Virgil Goode,25 
Callaway,Virgil Goode,63 
Camden,Virgil Goode,63 
Cape Girardeau,Virgil Goode,58 
Carroll,Virgil Goode,16 
Carter,Virgil Goode,18 
Cass,Virgil Goode,159 
Cedar,Virgil Goode,28 
Chariton,Virgil Goode,14 
Christian,Virgil Goode,112 
Clark,Virgil Goode,18 
Clay,Virgil Goode,259 
Clinton,Virgil Goode,41 
Cole,Virgil Goode,57 
Cooper,Virgil Goode,25 
Crawford,Virgil Goode,41 
Dade,Virgil Goode,11 
Dallas,Virgil Goode,54 
Daviess,Virgil Goode,13 
De Kalb,Virgil Goode,24 
Dent,Virgil Goode,50 
Douglas,Virgil Goode,48 
Dunklin,Virgil Goode,34 
Franklin,Virgil Goode,177 
Gasconade,Virgil Goode,23 
Gentry,Virgil Goode,11 
Greene,Virgil Goode,367 
Grundy,Virgil Goode,26 
Harrison,Virgil Goode,20 
Henry,Virgil Goode,48 
Hickory,Virgil Goode,24 
Holt,Virgil Goode,3 
Howard,Virgil Goode,12 
Howell,Virgil Goode,85 
Iron,Virgil Goode,21 
Jackson,Virgil Goode,561 
Jasper,Virgil Goode,141 
Jefferson,Virgil Goode,354 
Johnson,Virgil Goode,90 
Kansas City,Virgil Goode,222 
Knox,Virgil Goode,13 
Laclede,Virgil Goode,58 
Lafayette,Virgil Goode,60 
Lawrence,Virgil Goode,66 
Lewis,Virgil Goode,20 
Lincoln,Virgil Goode,110 
Linn,Virgil Goode,28 
Livingston,Virgil Goode,15 
Macon,Virgil Goode,31 
Madison,Virgil Goode,15 
Maries,Virgil Goode,13 
Marion,Virgil Goode,16 
McDonald,Virgil Goode,42 
Mercer,Virgil Goode,11 
Miller,Virgil Goode,37 
Mississippi,Virgil Goode,6 
Moniteau,Virgil Goode,23 
Monroe,Virgil Goode,12 
Montgomery,Virgil Goode,20 
Morgan,Virgil Goode,33 
New Madrid,Virgil Goode,25 
Newton,Virgil Goode,79 
Nodaway,Virgil Goode,38 
Oregon,Virgil Goode,32 
Osage,Virgil Goode,15 
Ozark,Virgil Goode,26 
Pemiscot,Virgil Goode,8 
Perry,Virgil Goode,17 
Pettis,Virgil Goode,63 
Phelps,Virgil Goode,66 
Pike,Virgil Goode,45 
Platte,Virgil Goode,97 
Polk,Virgil Goode,57 
Pulaski,Virgil Goode,51 
Putnam,Virgil Goode,8 
Ralls,Virgil Goode,18 
Randolph,Virgil Goode,33 
Ray,Virgil Goode,53 
Reynolds,Virgil Goode,20 
Ripley,Virgil Goode,22 
Saline,Virgil Goode,25 
Schuyler,Virgil Goode,10 
Scotland,Virgil Goode,7 
Scott,Virgil Goode,35 
Shannon,Virgil Goode,37 
Shelby,Virgil Goode,13 
St. Charles,Virgil Goode,359 
St. Clair,Virgil Goode,32 
St. Francois,Virgil Goode,57 
St. Louis City,Virgil Goode,210 
St. Louis County,Virgil Goode,1089 
Ste. Genevieve,Virgil Goode,33 
Stoddard,Virgil Goode,30 
Stone,Virgil Goode,38 
Sullivan,Virgil Goode,26 
Taney,Virgil Goode,85 
Texas,Virgil Goode,60 
Vernon,Virgil Goode,41 
Warren,Virgil Goode,59 
Washington,Virgil Goode,50 
Wayne,Virgil Goode,14 
Webster,Virgil Goode,67 
Worth,Virgil Goode,3 
Wright,Virgil Goode,43 
